기준일,자료_기준일,제목,서울_수,한양도성_수
20230201,20190501,따릉이,782578,30908
20230201,20230125,버스 승차,4214385,192653
20230201,20230125,버스 하차,4122416,188535
20230201,20230125,지하철 승차,5336465,433065
20230201,20230125,지하철 하차,5317602,437951
20230202,20190502,따릉이,666739,29009
20230202,20230126,버스 승차,4907146,233526
20230202,20230126,버스 하차,4793207,224933
20230202,20230126,지하철 승차,6229057,518469
20230202,20230126,지하철 하차,6205300,530166
20230203,20190503,따릉이,665858,32260
20230203,20230127,버스 승차,4834338,233140
20230203,20230127,버스 하차,4725594,228930
20230203,20230127,지하철 승차,6338124,537439
20230203,20230127,지하철 하차,6313117,545636
20230204,20190504,따릉이,771493,31423
20230204,20230128,버스 승차,3350571,157398
20230204,20230128,버스 하차,3272848,154540
20230204,20230128,지하철 승차,4221860,337573
20230204,20230128,지하철 하차,4204070,348459
20230205,20190505,따릉이,792143,29455
20230205,20230129,버스 승차,2570366,125641
20230205,20230129,버스 하차,2510881,119247
20230205,20230129,지하철 승차,3091323,243329
20230205,20230129,지하철 하차,3077113,239427
20230206,20190506,따릉이,842812,32416
20230206,20230130,버스 승차,4640299,228675
20230206,20230130,버스 하차,4537912,223089
20230206,20230130,지하철 승차,6056091,508862
20230206,20230130,지하철 하차,6036699,513250
20230207,20190507,따릉이,612788,29386
20230207,20230131,버스 승차,4718512,235382
20230207,20230131,버스 하차,4612265,229021
20230207,20230131,지하철 승차,6178645,520978
20230207,20230131,지하철 하차,6159382,528682
20230208,20190501,따릉이,782578,30908
20230208,20230201,버스 승차,4803294,232987
20230208,20230201,버스 하차,4694005,228728
20230208,20230201,지하철 승차,6253746,534114
20230208,20230201,지하철 하차,6233853,537047
20230209,20190502,따릉이,666739,29009
20230209,20230202,버스 승차,4859427,238076
20230209,20230202,버스 하차,4746500,232595
20230209,20230202,지하철 승차,6252847,529640
20230209,20230202,지하철 하차,6232702,536044
20230210,20190503,따릉이,665858,32260
20230210,20230203,버스 승차,4945495,242376
20230210,20230203,버스 하차,4830368,238462
20230210,20230203,지하철 승차,6473947,545080
20230210,20230203,지하철 하차,6452912,554494
20230211,20190504,따릉이,771493,31423
20230211,20230204,버스 승차,3605675,169599
20230211,20230204,버스 하차,3521161,166552
20230211,20230204,지하철 승차,4553817,396674
20230211,20230204,지하철 하차,4534207,406303
20230212,20190505,따릉이,792143,29455
20230212,20230205,버스 승차,2697561,134556
20230212,20230205,버스 하차,2634818,127500
20230212,20230205,지하철 승차,3216891,258549
20230212,20230205,지하철 하차,3202581,255361
20230213,20190506,따릉이,842812,32416
20230213,20230206,버스 승차,4683972,229521
20230213,20230206,버스 하차,4578367,223845
20230213,20230206,지하철 승차,6066900,506731
20230213,20230206,지하철 하차,6047843,512777
20230214,20190507,따릉이,612788,29386
20230214,20230207,버스 승차,4805394,238934
20230214,20230207,버스 하차,4696359,232844
20230214,20230207,지하철 승차,6251210,528735
20230214,20230207,지하철 하차,6231842,534630
20230215,20190501,따릉이,782578,30908
20230215,20230208,버스 승차,4876315,245364
20230215,20230208,버스 하차,4765434,239285
20230215,20230208,지하철 승차,6318017,541419
20230215,20230208,지하철 하차,6297740,547836
20230216,20190502,따릉이,666739,29009
20230216,20230209,버스 승차,4830975,245522
20230216,20230209,버스 하차,4720399,238443
20230216,20230209,지하철 승차,6335004,540360
20230216,20230209,지하철 하차,6312994,548861
20230217,20190503,따릉이,665858,32260
20230217,20230210,버스 승차,4915539,242986
20230217,20230210,버스 하차,4801718,238683
20230217,20230210,지하철 승차,6476714,542219
20230217,20230210,지하철 하차,6452513,553211
20230218,20190504,따릉이,771493,31423
20230218,20230211,버스 승차,3625163,186029
20230218,20230211,버스 하차,3539462,182551
20230218,20230211,지하철 승차,4669078,392579
20230218,20230211,지하철 하차,4646322,404411
20230219,20190505,따릉이,792143,29455
20230219,20230212,버스 승차,2678621,139087
20230219,20230212,버스 하차,2615789,131111
20230219,20230212,지하철 승차,3310702,268814
20230219,20230212,지하철 하차,3293951,266435
20230220,20190506,따릉이,842812,32416
20230220,20230213,버스 승차,4634489,232556
20230220,20230213,버스 하차,4532482,226259
20230220,20230213,지하철 승차,6125231,512020
20230220,20230213,지하철 하차,6102760,518107
20230221,20190507,따릉이,612788,29386
20230221,20230214,버스 승차,4828068,246522
20230221,20230214,버스 하차,4721159,240277
20230221,20230214,지하철 승차,6394584,542566
20230221,20230214,지하철 하차,6371141,547773
20230222,20190501,따릉이,782578,30908
20230222,20230215,버스 승차,4843732,250081
20230222,20230215,버스 하차,4734882,244127
20230222,20230215,지하철 승차,6392901,551737
20230222,20230215,지하철 하차,6369170,558154
20230223,20190502,따릉이,666739,29009
20230223,20230216,버스 승차,4798665,245165
20230223,20230216,버스 하차,4690698,239456
20230223,20230216,지하철 승차,6395213,550543
20230223,20230216,지하철 하차,6371491,558425
20230224,20190503,따릉이,665858,32260
20230224,20230217,버스 승차,4885022,250609
20230224,20230217,버스 하차,4773817,245305
20230224,20230217,지하철 승차,6575597,561598
20230224,20230217,지하철 하차,6550233,573928
20230225,20190504,따릉이,771493,31423
20230225,20230218,버스 승차,3533993,176316
20230225,20230218,버스 하차,3450232,171037
20230225,20230218,지하철 승차,4618748,385953
20230225,20230218,지하철 하차,4598875,395650
20230226,20190505,따릉이,792143,29455
20230226,20230219,버스 승차,2732161,138970
20230226,20230219,버스 하차,2667495,131609
20230226,20230219,지하철 승차,3365865,272055
20230226,20230219,지하철 하차,3350938,268807
20230227,20190506,따릉이,842812,32416
20230227,20230220,버스 승차,4696188,233999
20230227,20230220,버스 하차,4594024,228629
20230227,20230220,지하철 승차,6161363,522596
20230227,20230220,지하철 하차,6141287,525341
20230228,20190507,따릉이,612788,29386
20230228,20230221,버스 승차,4782745,243521
20230228,20230221,버스 하차,4676887,237534
20230228,20230221,지하철 승차,6315969,541680
20230228,20230221,지하철 하차,6295795,547273
